mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0310000419617,0.00019998550415,0.269222817154,0.64614489547,{},1,0.589554865142,0.610551068351,0.30899651254,0.707003089307,0.331208249005,0.667854526953,0.614651031749,0.604341480012,-0.543309790587,0.640974312728,1.168007728e-07,0.000399971008301,0.414175249917,0.0379900219927
