mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0332000255585,0.000599956512451,-0.0376520678092,0.206645351634,{},1,0.240411553009,0.103231409555,0.0419836791296,0.248444981487,0.440117336077,0.170030321417,-0.0803625248517,0.267033510283,-0.87512280338,0.244486535427,0.0017205011076,0.000489862441122,0.441979077819,0.0614182347611
