mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.000600004196167,0.0,-2.17697748218,0.718216238639,{},1,0.726797881203,0.645301290197,-11.2929356327,0.735339124595,0.174604784279,0.738960762716,0.533758449686,0.708461265649,-0.250590044951,0.763018750036,0.000489901382448,0.0,4.77220477978,0.0403547834449
