mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0335999965668,0.0,0.157936033503,0.204844584271,{},1,0.201187698644,0.257045187317,0.131304012883,0.206609576418,0.134862332489,0.190493719523,0.165458515259,0.199978779662,0.154790152676,0.170095658437,0.000800025464436,0.0,0.0258248585253,0.0288621876362
