mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.000200033187866,0.000400018692017,-1.02061789196,-0.858369715422,0.001,{'C': 0.001},7,-1.49059471899,-0.790520550012,-1.12576986843,-0.825004159017,-1.13906532268,-0.802215092543,-0.743084155218,-0.87288949263,-0.532684294012,-1.00121928291,0.000400066375732,0.000489920847309,0.335250017719,0.0767944452846
0.00019998550415,0.00019998550415,-1.03708192055,-0.838525156498,0.0046415888336127772,{'C': 0.0046415888336127772},8,-1.50592291273,-0.788449919891,-1.13318206214,-0.825869830903,-1.17288060132,-0.801731125509,-0.778053690456,-0.804524183138,-0.524752694395,-0.972050723048,0.000399971008301,0.000399971008301,0.339662618031,0.067833075141
0.00019998550415,0.00019998550415,-1.04072607809,-0.738196416893,0.021544346900318832,{'C': 0.021544346900318832},9,-1.41129314449,-0.748043113895,-1.12356004258,-0.794071028427,-1.16738114903,-0.75425710179,-0.950853572737,-0.545770876008,-0.493867352756,-0.848839964344,0.000399971008301,0.000399971008301,0.304060499338,0.102709745042
0.00019998550415,0.00019998550415,-0.844372617195,-0.528203125362,0.10000000000000001,{'C': 0.10000000000000001},5,-1.00315988803,-0.573276729409,-0.978820618427,-0.575013190964,-1.01212560348,-0.554330777534,-0.839813344302,-0.357455945659,-0.351289222737,-0.580938983246,0.000399971008301,0.000399971008301,0.246883028205,0.0858383787298
0.00019998550415,0.00019998550415,-0.453068654249,-0.127242524149,0.46415888336127775,{'C': 0.46415888336127775},2,-0.730646633067,-0.231767539275,-0.635992313634,-0.0338257503079,-0.527015475081,-0.151428341867,-0.473356153695,-0.00317192440141,0.159230009006,-0.216019064895,0.000399971008301,0.000399971008301,0.310180835855,0.0932865629221
0.00019998550415,0.0,-0.305259649991,0.0378156646089,2.154434690031882,{'C': 2.154434690031882},1,-0.302662893093,0.0472539607475,-0.656581328371,0.123363059457,-0.252415883716,-0.0047959194679,-0.318390696604,0.0819756409593,0.0473431670151,-0.058718418651,0.000399971008301,0.0,0.22515878314,0.0640189316357
0.00019998550415,0.000399971008301,-0.753015369724,0.214223301379,10.0,{'C': 10.0},3,-1.01174213513,0.289526069566,-1.87003977035,0.161455847985,-0.347589010143,0.159611907187,-0.410980445723,0.350526102376,0.0472434084788,0.109996579781,0.000399971008301,0.000489862441122,0.67623480938,0.0904201066852
0.0010000705719,0.000400018692017,-0.847707589917,0.209679868586,46.415888336127729,{'C': 46.415888336127729},6,-1.58004638082,0.467746378702,-1.84045579424,0.201676837556,-0.444545653424,0.107444173254,-0.187572990667,0.195498940579,0.0297187439703,0.0760330128405,1.168007728e-07,0.000489920847309,0.765978608075,0.137968902524
0.00139999389648,0.000399971008301,-1.59207778364,-0.0480501766688,215.44346900318823,{'C': 215.44346900318823},10,-4.2859041269,0.0151960752883,-1.56005959378,0.188233516108,-1.75522683049,-0.303143684096,0.218848075474,0.300545472707,-0.245320423311,-0.441082263351,0.000489979241895,0.000489862441122,1.59073308587,0.283159289911
0.00120005607605,0.0,-0.75507922384,0.0779398789068,1000.0,{'C': 1000.0},4,-1.32840596772,0.0946933809311,-0.825191397904,-0.0904327133808,-0.829701319182,0.0510815853884,-0.467849450052,0.134495068436,-0.2438181196,0.199862073159,0.000399899493388,0.0,0.371555032903,0.0973805817486
