mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.000599956512451,0.000200033187866,0.430344675161,0.933405922008,{},1,0.903082086052,0.930226392711,0.864109928752,0.929348078857,0.802234141688,0.942385358015,0.94001925047,0.916483453546,-1.47103486422,0.948586326913,0.000489862441122,0.000400066375732,0.92338932356,0.0111715746473
