mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.000600004196167,0.00019998550415,0.463764665076,0.999968324918,{},1,0.169252487684,0.999981569795,0.411565878691,0.999954176343,0.80462968971,0.999955300919,0.566962383667,0.999974331902,0.409751756099,0.999976245631,0.000489901382448,0.000399971008301,0.209489643522,1.13494937175e-05
