mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.122799968719,0.0257999420166,-0.0724467218354,0.940874589227,50,{'n_estimators': 50},3,0.766077746583,0.942368746237,0.589039306358,0.933737331575,0.865023776592,0.928433356415,-3.47249236641,0.95537990167,0.702616615625,0.944453610235,0.00271294979626,0.000400042544532,1.65173256388,0.00928623396529
0.252000045776,0.0533999919891,-0.073693770547,0.94421674016,100,{'n_estimators': 100},4,0.740988132848,0.943853850593,0.532804353906,0.937042594718,0.877750536785,0.935818356885,-3.41270839695,0.96028957988,0.715049017192,0.944079318725,0.0038470706649,0.00185468182387,1.62345135182,0.00872339331452
0.377199983597,0.0838000297546,-0.0185761265843,0.944590588458,150,{'n_estimators': 150},1,0.736743991608,0.942601741754,0.518125692502,0.940936133128,0.860692312308,0.934448487178,-3.09425360475,0.958534039352,0.724308233249,0.946432540878,0.00899773691363,0.00818296041951,1.49606844117,0.00797477755032
0.490799999237,0.101399993896,-0.0479916720164,0.94525774808,200,{'n_estimators': 200},2,0.741969402323,0.942010919783,0.522482022655,0.940294599084,0.860666521768,0.935971571552,-3.25503435115,0.960109635479,0.719903698191,0.947902014501,0.00549185860001,0.000489901382448,1.55952430694,0.0083543823309
0.620200061798,0.129199886322,-0.101471436531,0.944352480245,250,{'n_estimators': 250},5,0.733012075895,0.941172671794,0.523241563304,0.935625917926,0.861880935257,0.935834249552,-3.52010354198,0.958216043223,0.712212220842,0.950913518729,0.0134670127454,0.00263815626414,1.66187685388,0.0088777241482
