mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0347999095917,0.000399971008301,0.710567784063,0.895387554028,{},1,0.878112605657,0.903367281554,0.852283168663,0.906396761502,0.911191745338,0.891488221578,0.784313803795,0.889697664414,0.0882800710901,0.885987841091,0.000748353705077,0.000489862441122,0.304600997135,0.00801015532042
