mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.074199962616,0.0,-19.9272393906,0.737141040623,{},1,0.495462391084,0.747633817444,-95.2819499266,0.779906018501,0.701050088551,0.721874476345,0.726598211601,0.712918222152,0.589143376858,0.723372668671,0.0172324698853,0.0,39.352801892,0.0242830092206
