mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.302400016785,0.000600051879883,0.668627328617,0.977616006671,{},1,0.586698511375,0.963078011507,0.634378490277,0.998708182204,0.607089529069,0.987177602673,0.731692416251,0.946080859955,0.797799903062,0.993035377016,0.0219234716739,0.000489940316038,0.0796667323952,0.0198991444564
