mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.000200033187866,0.00019998550415,-1.17121073632,-0.861334885589,0.001,{'C': 0.001},7,-1.81542674092,-0.728976296601,-0.667784894286,-0.934790407363,-0.894819633727,-0.83787057417,-1.19410537848,-0.827905752842,-1.26631826388,-0.977131396966,0.000400066375732,0.000399971008301,0.399516366412,0.0871681393992
0.0,0.000400018692017,-1.21160457225,-0.836611870122,0.0046415888336127772,{'C': 0.0046415888336127772},8,-1.85281574337,-0.732109291111,-0.678561285437,-0.932144305181,-0.888423612865,-0.798264577316,-1.20646478181,-0.827985177211,-1.41823645225,-0.892555999791,0.0,0.000489920847309,0.420740132288,0.0703163075094
0.000400018692017,0.0,-1.51344094927,-0.730817555293,0.021544346900318832,{'C': 0.021544346900318832},9,-1.87056985094,-0.699230118613,-0.685088930658,-0.889114297661,-0.922054596094,-0.64155945269,-1.21055043919,-0.78005650336,-2.93784381911,-0.644127404139,0.000489920847309,0.0,0.8030685969,0.0937681075788
0.00019998550415,0.00019998550415,-1.76671096527,-0.448179112208,0.10000000000000001,{'C': 0.10000000000000001},10,-1.69641866366,-0.489614889475,-0.592797001663,-0.610235069251,-1.13795977331,-0.354169554376,-1.17983098522,-0.545732046671,-4.38207418562,-0.241144001265,0.000399971008301,0.000399971008301,1.31914639236,0.133564191309
0.0,0.00019998550415,-1.05585712105,0.405500087284,0.46415888336127775,{'C': 0.46415888336127775},6,-0.551919538313,0.329437630239,0.131504811253,0.285671386405,-1.24866827678,0.478512962695,-0.243367054008,0.346127345719,-3.57824798677,0.587751111361,0.0,0.000399971008301,1.30431708506,0.111548960658
0.000399971008301,0.000600004196167,0.314166736371,0.862651976364,2.154434690031882,{'C': 2.154434690031882},4,0.564179721947,0.89009765095,0.824945480015,0.801423248157,0.284631904943,0.863923465765,0.685569382042,0.894765534098,-0.883591773245,0.863049982849,0.000489862441122,0.000489901382448,0.607455939847,0.0332724447436
0.000999975204468,0.00019998550415,0.623625003725,0.881484874183,10.0,{'C': 10.0},1,0.574258151866,0.91341156298,0.925967608892,0.834349363424,0.784716863614,0.862812289364,0.779253031826,0.904563300932,0.0223073932629,0.892287854214,9.53674316406e-08,0.000399971008301,0.31391011549,0.0291171887882
0.00179991722107,0.0,0.537907126548,0.882702126163,46.415888336127729,{'C': 46.415888336127729},2,0.444791813214,0.918265013802,0.949626866927,0.8480447737,0.907103588468,0.86624095565,0.740234374207,0.917669111081,-0.392046563455,0.863290776582,0.000399994860817,0.0,0.486486482983,0.0294493182212
0.00179991722107,0.00019998550415,0.316003934516,0.838135146903,215.44346900318823,{'C': 215.44346900318823},3,0.467676372684,0.886210900282,0.925963448039,0.739498144816,0.557340426487,0.778446845064,0.748857679189,0.911458175061,-1.21502224778,0.875061669292,0.000399994860817,0.000399971008301,0.760210981522,0.0668476837805
0.00179991722107,0.00019998550415,-0.457576221869,0.693793405049,1000.0,{'C': 1000.0},5,-0.575024661272,0.603397967765,0.814489224041,0.782630548147,-0.955818351037,0.755382047533,0.172374598842,0.527001791287,-1.88822904573,0.800554670513,0.000399994860817,0.000399971008301,0.928674269835,0.108695854736
