mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_epsilon,param_gamma,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.000600004196167,0.000200033187866,-0.278124450185,-0.211785260454,0.001,0.001,0.001,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 0.001}",528,-0.140961543323,-0.256576168969,-0.0467702212824,-0.20474180676,-0.660465923224,-0.197256822573,-0.495055662578,-0.22791532745,-0.0934335424888,-0.172436176519,0.000489901382448,0.000400066375732,0.242501107246,0.0285497485122
0.000400018692017,0.00019998550415,-0.278111170287,-0.211747652058,0.001,0.001,0.0046415888336127772,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 0.0046415888336127772}",527,-0.140939027434,-0.25652612797,-0.0467372991401,-0.204694851706,-0.660432978673,-0.197236685897,-0.49509100822,-0.22789370497,-0.0934237897172,-0.172386889746,0.000489920847309,0.000399971008301,0.24250811157,0.0285495592651
0.000399971008301,0.000200033187866,-0.278191371892,-0.211800121744,0.001,0.001,0.021544346900318832,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 0.021544346900318832}",537,-0.141004618588,-0.25656958842,-0.0468240068015,-0.204759704888,-0.660576691278,-0.19728810086,-0.495206120145,-0.227916469734,-0.0934146874484,-0.172466744818,0.000489862441122,0.000400066375732,0.24254653057,0.028535320496
0.000200033187866,0.000400018692017,-0.278216661986,-0.211822763018,0.001,0.001,0.10000000000000001,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 0.10000000000000001}",558,-0.141031213835,-0.256604163708,-0.0468549727912,-0.204780959477,-0.660611810047,-0.197306106501,-0.495225174289,-0.227929377214,-0.0934285311341,-0.172493208189,0.000400066375732,0.000489920847309,0.242548761986,0.0285374528129
0.000599956512451,0.000200033187866,-0.278217066541,-0.21182325964,0.001,0.001,0.46415888336127775,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 0.46415888336127775}",581,-0.141031544792,-0.256604624787,-0.0468554766165,-0.204781468003,-0.66061242598,-0.197306942347,-0.495225102317,-0.227929857905,-0.0934291719566,-0.17249340516,0.000489862441122,0.000400066375732,0.242548698596,0.0285374873552
0.00019998550415,0.000400066375732,-0.278217066662,-0.211823259711,0.001,0.001,2.154434690031882,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 2.154434690031882}",586,-0.141031545015,-0.256604624789,-0.0468554768846,-0.204781468052,-0.660612425982,-0.197306942434,-0.495225102319,-0.227929857983,-0.093429172035,-0.172493405296,0.000399971008301,0.000489979241895,0.242548698504,0.0285374873158
0.000400018692017,0.000399971008301,-0.278217066662,-0.211823259711,0.001,0.001,10.0,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 10.0}",586,-0.141031545015,-0.256604624789,-0.0468554768846,-0.204781468052,-0.660612425982,-0.197306942434,-0.495225102319,-0.227929857983,-0.093429172035,-0.172493405296,0.000489920847309,0.000489862441122,0.242548698504,0.0285374873158
0.000400018692017,0.000400018692017,-0.278217066662,-0.211823259711,0.001,0.001,46.415888336127729,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 46.415888336127729}",586,-0.141031545015,-0.256604624789,-0.0468554768846,-0.204781468052,-0.660612425982,-0.197306942434,-0.495225102319,-0.227929857983,-0.093429172035,-0.172493405296,0.000489920847309,0.000489920847309,0.242548698504,0.0285374873158
0.000600004196167,0.00019998550415,-0.278217066662,-0.211823259711,0.001,0.001,215.44346900318823,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 215.44346900318823}",586,-0.141031545015,-0.256604624789,-0.0468554768846,-0.204781468052,-0.660612425982,-0.197306942434,-0.495225102319,-0.227929857983,-0.093429172035,-0.172493405296,0.000489901382448,0.000399971008301,0.242548698504,0.0285374873158
0.00019998550415,0.000400066375732,-0.278217066662,-0.211823259711,0.001,0.001,1000.0,"{'epsilon': 0.001, 'C': 0.001, 'gamma': 1000.0}",586,-0.141031545015,-0.256604624789,-0.0468554768846,-0.204781468052,-0.660612425982,-0.197306942434,-0.495225102319,-0.227929857983,-0.093429172035,-0.172493405296,0.000399971008301,0.000489979241895,0.242548698504,0.0285374873158
0.000399971008301,0.00019998550415,-0.278124450185,-0.211785260454,0.001,0.0046415888336127772,0.001,"{'epsilon': 0.0046415888336127772, 'C': 0.001, 'gamma': 0.001}",528,-0.140961543323,-0.256576168969,-0.0467702212824,-0.20474180676,-0.660465923224,-0.197256822573,-0.495055662578,-0.22791532745,-0.0934335424888,-0.172436176519,0.000489862441122,0.000399971008301,0.242501107246,0.0285497485122
0.000400018692017,0.00019998550415,-0.278109898697,-0.21174739537,0.001,0.0046415888336127772,0.0046415888336127772,"{'epsilon': 0.0046415888336127772, 'C': 0.001, 'gamma': 0.0046415888336127772}",524,-0.140939027434,-0.25652612797,-0.0467372991401,-0.204694851706,-0.660426302826,-0.197235402456,-0.49509100822,-0.22789370497,-0.0934237897172,-0.172386889746,0.000489920847309,0.000399971008301,0.242506106874,0.028549689737
0.000600051879883,0.000400018692017,-0.278191371892,-0.211800121744,0.001,0.0046415888336127772,0.021544346900318832,"{'epsilon': 0.0046415888336127772, 'C': 0.001, 'gamma': 0.021544346900318832}",537,-0.141004618588,-0.25656958842,-0.0468240068015,-0.204759704888,-0.660576691278,-0.19728810086,-0.495206120145,-0.227916469734,-0.0934146874484,-0.172466744818,0.000489940316038,0.000489920847309,0.24254653057,0.028535320496
