mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.000600004196167,0.00019998550415,0.333432651244,0.907881663582,{},1,0.777649613292,0.901767455837,-1.41788905805,0.920985788953,0.724309895223,0.915157162671,0.895013016933,0.89193298101,0.851467882222,0.909564929441,0.000489901382448,0.000399971008301,0.916414495653,0.0101904699088
